v,comuna,manzana,predio,rol,_ok,_status,nombreComuna,direccion_sii,lat,lon,valorTotal,valorAfecto,valorExento,supTerreno,supConsMt2,supConsMt3,valorComercial_clp_m2,txt_direccion,txt_avaluo_total,txt_avaluo_exento,txt_cuota_trimestral,txt_serie,txt_ind_aseo,txt_anio_term_exencion,txt_cod_ubicacion,txt_cod_destino,_extra_json,ah,ah_coefVariacion,ah_eac,ah_eacano,ah_mediana,ah_numeroMuestras,ah_rangoSuperficie,ah_utm_x,ah_utm_y,ah_valorUnitario,cap__observatorio_de_mercado_de_suelo_urbano_2025__comuna,cap__observatorio_de_mercado_de_suelo_urbano_2025__código_área_homogénea,cap__observatorio_de_mercado_de_suelo_urbano_2025__región,cap__observatorio_de_mercado_de_suelo_urbano_2025__transacciones_destino_bodega,cap__observatorio_de_mercado_de_suelo_urbano_2025__transacciones_destino_comercio,cap__observatorio_de_mercado_de_suelo_urbano_2025__transacciones_destino_estacionamiento,cap__observatorio_de_mercado_de_suelo_urbano_2025__transacciones_destino_industria,cap__observatorio_de_mercado_de_suelo_urbano_2025__transacciones_destino_oficina,cap__observatorio_de_mercado_de_suelo_urbano_2025__transacciones_destino_sitio_eriazo,cap__observatorio_de_mercado_de_suelo_urbano_2025__transacciones_habitacional_casa,cap__observatorio_de_mercado_de_suelo_urbano_2025__transacciones_habitacional_departamento,cap__observatorio_de_mercado_de_suelo_urbano_2025__transacciones_otros_destinos,cap__observatorio_de_mercado_de_suelo_urbano_2025__valor_comercial_m²_de_suelo,cap__áreas_homogéneas_rav_sne_2025__código_área_homogénea,cap__áreas_homogéneas_rav_sne_2025__código_área_homogénea__2,cap__áreas_homogéneas_rav_sne_2025__rango_superficie_predial_en_m²,cap__áreas_homogéneas_rav_sne_2025__rango_superficie_predial_en_m²__2,cap__áreas_homogéneas_rav_sne_2025__valor_m²_de_terreno,cap__áreas_homogéneas_rav_sne_2025__valor_m²_de_terreno__2,destinoDescripcion,eacano,eacs,eacsDescripcion,existePredio,medidaSup,medidaSupConst,obs_codigo_area_homogenea,obs_comuna,obs_region,obs_tx_destino_bodega,obs_tx_destino_comercio,obs_tx_destino_estacionamiento,obs_tx_destino_industria,obs_tx_destino_oficina,obs_tx_destino_sitio_eriazo,obs_tx_habitacional_casa,obs_tx_habitacional_departamento,obs_tx_otros_destinos,obs_valor_comercial_m2_suelo,periodo,predioPublicado_comuna,predioPublicado_id,predioPublicado_manzana,predioPublicado_predio,predioPublicado_utm_x,predioPublicado_utm_y,rangoSuperficie,sector,tablaOrigen,ubicacion,_poly_idx,_match_method,pol_area_m2,dc_contribucion_semestral,dc_cod_destino,dc_avaluo_fiscal,dc_avaluo_exento,dc_sup_terreno,dc_cod_ubicacion,dc_direccion,dc_bc1_comuna,dc_bc1_manzana,dc_bc1_predio,dc_bc2_comuna,dc_bc2_manzana,dc_bc2_predio,dc_padre_comuna,dc_padre_manzana,dc_padre_predio,n_lineas_construccion,sup_construida_total,anio_construccion_min,anio_construccion_max,materiales,calidades,pisos_max,serie
16106|02746|00140,16106,2746,140,02746-00140,TRUE,200,SAN MIGUEL,CHILOE 3601 DP 706 ,-33.487865,-70.647675,43262072,0,43262072,0,0,0,157488,CHILOE 3601 DP 706,42622728,42622728,0,FALSE,,2033,U,H,,HMA016,,,,,,,,,,SAN MIGUEL,HMA016,XIII Región Metropolitana,752,0,602,0,0,0,3,1391,0,"6,99 UF",HMA016,, 100 - 4.400  m²,,157.49,,HABITACIONAL,2022,14,RAV NO AGRICOLA 2022,1,m²,m²,HMA016,SAN MIGUEL,XIII Región Metropolitana,752,0,602,0,0,0,3,1391,0,"6,99 UF",PRIMER SEMESTRE DE 2026,16106,127553459,2746,90077,346925.3805,6293411.508,,0,PREDIOS_NACIONAL,URBANA,2101,1_contains,6436.010313,0,H,42622728,42622728,0,U,CHILOE 3601 DP 706,16106,2746,90077,0,0,0,0,0,0,1,33,2013,2013,B,3,15,FALSE
16106|04757|00258,16106,4757,258,04757-00258,TRUE,200,SAN MIGUEL,G. MARINA RIQUELME 4880 BD 31 ,-33.49619,-70.657716,1033359,1033359,0,0,0,0,286587,G. MARINA RIQUELME 4880 BD 31,1018088,0,2716,FALSE,,0,U,L,,HMB019,,,,,,,,,,SAN MIGUEL,HMB019,XIII Región Metropolitana,388,3,478,0,15,0,54,698,2,"12,72 UF",HMB019,, 180 - 580  m²,,286.59,,BODEGA Y ALMACENAJE,2022,14,RAV NO AGRICOLA 2022,1,m²,m²,HMB019,SAN MIGUEL,XIII Región Metropolitana,388,3,478,0,15,0,54,698,2,"12,72 UF",PRIMER SEMESTRE DE 2026,16106,152450226,4757,90001,346007.2088,6292473.582,,0,PREDIOS_NACIONAL,URBANA,5031,1_contains,1354.832235,5432,L,1018088,0,0,U,G. MARINA RIQUELME 4880 BD 31,16106,4757,90001,0,0,0,0,0,0,1,2,2018,2018,B,4,19,FALSE
16106|04852|00578,16106,4852,578,04852-00578,TRUE,200,SAN MIGUEL,SAN NICOLAS 1207 DP 306 ,-33.498298,-70.656094,62309004,2278294,60030710,0,0,0,286587,SAN NICOLAS 1207 DP 306,61388177,59143557,0,FALSE,,2033,U,H,,HMB019,,,,,,,,,,SAN MIGUEL,HMB019,XIII Región Metropolitana,388,3,478,0,15,0,54,698,2,"12,72 UF",HMB019,, 180 - 580  m²,,286.59,,HABITACIONAL,2022,14,RAV NO AGRICOLA 2022,1,m²,m²,HMB019,SAN MIGUEL,XIII Región Metropolitana,388,3,478,0,15,0,54,698,2,"12,72 UF",PRIMER SEMESTRE DE 2026,16106,127545079,4852,90564,346161.6025,6292242.157,,0,PREDIOS_NACIONAL,URBANA,5901,1_contains,2892.068021,0,H,61388177,59143557,0,U,SAN NICOLAS 1207 DP 306,16106,4852,90564,0,0,0,0,0,0,1,57,2013,2013,B,3,18,FALSE
16106|04848|00437,16106,4848,437,04848-00437,TRUE,200,SAN MIGUEL,SAN NICOLAS 1033 BD 94 SUBTE. 1,-33.499384,-70.651332,1111939,1111939,0,0,0,0,163121,SAN NICOLAS 1033 BD 94,1095507,0,2923,FALSE,,0,U,L,,XMM069,,,,,,,,,,SAN MIGUEL,XMM069,XIII Región Metropolitana,17,0,24,1,0,0,4,57,0,"7,24 UF",XMM069,, 100 - 1.400  m²,,163.13,,BODEGA Y ALMACENAJE,2022,14,RAV NO AGRICOLA 2022,1,m²,m²,XMM069,SAN MIGUEL,XIII Región Metropolitana,17,0,24,1,0,0,4,57,0,"7,24 UF",PRIMER SEMESTRE DE 2026,16106,127553239,4848,90113,346605.9782,6292128.879,,0,PREDIOS_NACIONAL,URBANA,6401,1_contains,6017.444982,5846,L,1095507,0,0,U,SAN NICOLAS 1033 BD 94,16106,4848,90113,0,0,0,0,0,0,1,2,2015,2015,B,4,2,FALSE
16106|05954|00256,16106,5954,256,05954-00256,TRUE,200,SAN MIGUEL,SEPTIMA AVENIDA 1355 BD 17 ,-33.508665,-70.662394,2286706,2286706,0,0,0,0,262029,SEPTIMA AVENIDA 1355 BD 17,2252912,0,6010,FALSE,,0,U,L,,HMB036,,,,,,,,,,SAN MIGUEL,HMB036,XIII Región Metropolitana,453,9,521,0,3,0,56,911,1,"11,63 UF",HMB036,, 200 - 650  m²,,262.03,,BODEGA Y ALMACENAJE,2022,14,RAV NO AGRICOLA 2022,1,m²,m²,HMB036,SAN MIGUEL,XIII Región Metropolitana,453,9,521,0,3,0,56,911,1,"11,63 UF",PRIMER SEMESTRE DE 2026,16106,127553525,5954,90036,345594.7506,6291083.295,,0,PREDIOS_NACIONAL,URBANA,10844,1_contains,4687.040201,12020,L,2252912,0,0,U,SEPTIMA AVENIDA 1355 BD 17,16106,5954,90036,0,0,0,0,0,0,1,4,2018,2018,B,4,15,FALSE
16106|06040|00016,16106,6040,16,06040-00016,TRUE,200,SAN MIGUEL,CHILOE 6018 F DE MIRANDA,-33.512453,-70.647433,49110953,0,49110953,0,0,0,144871,CHILOE 6018,48385173,48385173,0,FALSE,,0,U,H,,HBB040,0,14,2022,0,0,130 - 270,347090.5507,6290883.463,114838,SAN MIGUEL,HBB040,XIII Región Metropolitana,0,7,0,2,0,0,91,0,1,"6,43 UF",HBB040,, 130 - 270  m²,,144.88,,HABITACIONAL,2022,14,RAV NO AGRICOLA 2022,1,m²,m²,HBB040,SAN MIGUEL,XIII Región Metropolitana,0,7,0,2,0,0,91,0,1,"6,43 UF",PRIMER SEMESTRE DE 2026,16106,127552467,6040,16,346991.1439,6290685.396,130 - 270,0,PREDIOS_NACIONAL,URBANA,13615,1_contains,279.0435544,0,H,48385173,48385173,208,U,CHILOE 6018,0,0,0,0,0,0,0,0,0,3,118,1954,1999,C,4|5,1,FALSE
16106|05952|00269,16106,5952,269,05952-00269,TRUE,200,SAN MIGUEL,7A AVENIDA 1163 DP 301 ,-33.509803,-70.6586,62532014,2501304,60030710,0,0,0,328269,7A AVENIDA 1163 DP 301,61607891,59143557,0,FALSE,,2011,U,H,,HMB037,,,,,,,,,,SAN MIGUEL,HMB037,XIII Región Metropolitana,175,0,177,4,1,0,12,383,0,"14,57 UF",HMB037,, 160 - 550  m²,,328.27,,HABITACIONAL,2022,14,RAV NO AGRICOLA 2022,1,m²,m²,HMB037,SAN MIGUEL,XIII Región Metropolitana,175,0,177,4,1,0,12,383,0,"14,57 UF",PRIMER SEMESTRE DE 2026,16106,127524131,5952,90255,345949.1938,6290962.76,,0,PREDIOS_NACIONAL,URBANA,11696,1_contains,1529.747077,0,H,61607891,59143557,0,U,7A AVENIDA 1163 DP 301,16106,5952,90255,0,0,0,0,0,0,1,74,1996,1996,B,3,4,FALSE
16106|03248|00107,16106,3248,107,03248-00107,TRUE,200,SAN MIGUEL,DON BOSCO 3861 F ,-33.489538,-70.650017,36149364,0,36149364,0,0,0,193536,DON BOSCO 3861 F,35615135,35615135,0,FALSE,,0,U,H,,HMB015,0,14,2022,0,0,120 - 530,346713.7389,6292858.982,153415,SAN MIGUEL,HMB015,XIII Región Metropolitana,90,0,240,2,0,0,20,272,1,"8,59 UF",HMB015,, 120 - 530  m²,,193.54,,HABITACIONAL,2022,14,RAV NO AGRICOLA 2022,1,m²,m²,HMB015,SAN MIGUEL,XIII Región Metropolitana,90,0,240,2,0,0,20,272,1,"8,59 UF",PRIMER SEMESTRE DE 2026,16106,127533699,3248,107,346710.7679,6293222.605,120 - 530,0,PREDIOS_NACIONAL,URBANA,2461,1_contains,137.2038435,0,H,35615135,35615135,67,U,DON BOSCO 3861 F,0,0,0,0,0,0,0,0,0,2,85,1978,1978,C|E,3,1,FALSE
16106|05629|00039,16106,5629,39,05629-00039,TRUE,200,SAN MIGUEL,BELEN 5760 ,-33.50946,-70.639669,52084655,0,52084655,0,0,0,156136,BELEN 5760,51314928,51314928,0,FALSE,,0,U,H,,HBB061,0,14,2022,0,0,150 - 190,347562.0251,6291052.229,123768,SAN MIGUEL,HBB061,XIII Región Metropolitana,0,1,0,0,0,1,45,0,1,"6,93 UF",HBB061,, 150 - 190  m²,,156.14,,HABITACIONAL,2022,14,RAV NO AGRICOLA 2022,1,m²,m²,HBB061,SAN MIGUEL,XIII Región Metropolitana,0,1,0,0,0,1,45,0,1,"6,93 UF",PRIMER SEMESTRE DE 2026,16106,127540263,5629,39,347707.1543,6291028.724,150 - 190,0,PREDIOS_NACIONAL,URBANA,11239,1_contains,257.4689409,0,H,51314928,51314928,201,U,BELEN 5760,0,0,0,0,0,0,0,0,0,4,135,1964,1998,C|E,4|5,2,FALSE
16106|05454|00122,16106,5454,122,05454-00122,TRUE,200,SAN MIGUEL,2A AVENIDA 1331 BD 34 ,-33.504148,-70.659642,1741317,1741317,0,0,0,0,262029,2A AVENIDA 1331 BD 34,1715583,0,4576,FALSE,,0,U,L,,HMB036,,,,,,,,,,SAN MIGUEL,HMB036,XIII Región Metropolitana,453,9,521,0,3,0,56,911,1,"11,63 UF",HMB036,, 200 - 650  m²,,262.03,,BODEGA Y ALMACENAJE,2022,14,RAV NO AGRICOLA 2022,1,m²,m²,HMB036,SAN MIGUEL,XIII Región Metropolitana,453,9,521,0,3,0,56,911,1,"11,63 UF",PRIMER SEMESTRE DE 2026,16106,127530915,5454,90033,345842.4374,6291588.202,,0,PREDIOS_NACIONAL,URBANA,8210,1_contains,3022.228912,9152,L,1715583,0,0,U,2A AVENIDA 1331 BD 34,16106,5454,90033,0,0,0,0,0,0,1,2,1998,1998,B,4,15,FALSE
16106|03440|00038,16106,3440,38,03440-00038,TRUE,200,SAN MIGUEL,MONTE CARMELO 723 ,-33.493041,-70.642355,76403241,16372531,60030710,0,0,0,184750,MONTE CARMELO 723,75274124,59143557,0,FALSE,,0,U,H,,HBB021,0,14,2022,0,0,100 - 360,347273.2335,6292633.425,146450,SAN MIGUEL,HBB021,XIII Región Metropolitana,65,3,98,7,7,0,63,166,2,"8,2 UF",HBB021,, 100 - 360  m²,,184.75,,HABITACIONAL,2022,14,RAV NO AGRICOLA 2022,1,m²,m²,HBB021,SAN MIGUEL,XIII Región Metropolitana,65,3,98,7,7,0,63,166,2,"8,2 UF",PRIMER SEMESTRE DE 2026,16106,127538387,3440,38,347428.8316,6292845.465,100 - 360,0,PREDIOS_NACIONAL,URBANA,3556,1_contains,342.608428,0,H,75274124,59143557,251,U,MONTE CARMELO 723,0,0,0,0,0,0,0,0,0,3,139,1951,1998,C|E|F,3|4|5,2,FALSE
16106|04652|00147,16106,4652,147,04652-00147,TRUE,200,SAN MIGUEL,REAL AUDIENCIA 1240 DP 301 ,-33.495248,-70.655341,59714059,0,59714059,0,0,0,369275,REAL AUDIENCIA 1240 DP 301,58831582,58831582,0,FALSE,,2015,U,H,,HMB056,,,,,,,,,,SAN MIGUEL,HMB056,XIII Región Metropolitana,111,1,71,0,0,0,11,120,0,"16,39 UF",HMB056,, 50 - 890  m²,,369.28,,HABITACIONAL,2022,14,RAV NO AGRICOLA 2022,1,m²,m²,HMB056,SAN MIGUEL,XIII Región Metropolitana,111,1,71,0,0,0,11,120,0,"16,39 UF",PRIMER SEMESTRE DE 2026,16106,127539203,4652,90137,346226.165,6292581.508,,0,PREDIOS_NACIONAL,URBANA,4524,1_contains,1273.169649,0,H,58831582,58831582,0,U,REAL AUDIENCIA 1240 DP 301,16106,4652,90137,0,0,0,0,0,0,1,69,1995,1995,B,3,5,FALSE
16106|04847|00358,16106,4847,358,04847-00358,TRUE,200,SAN MIGUEL,CHILOE 4911 BD 113 ,-33.499447,-70.650864,1079371,1079371,0,0,0,0,163121,CHILOE 4911 BD 113,1063420,0,2837,FALSE,,0,U,L,,XMM069,,,,,,,,,,SAN MIGUEL,XMM069,XIII Región Metropolitana,17,0,24,1,0,0,4,57,0,"7,24 UF",XMM069,, 100 - 1.400  m²,,163.13,,BODEGA Y ALMACENAJE,2022,14,RAV NO AGRICOLA 2022,1,m²,m²,XMM069,SAN MIGUEL,XIII Región Metropolitana,17,0,24,1,0,0,4,57,0,"7,24 UF",PRIMER SEMESTRE DE 2026,16106,127553531,4847,90001,346649.5619,6292122.546,,0,PREDIOS_NACIONAL,URBANA,6421,1_contains,5677.867698,5674,L,1063420,0,0,U,CHILOE 4911 BD 113,16106,4847,90001,0,0,0,0,0,0,1,2,2017,2017,B,4,25,FALSE
16106|05348|00337,16106,5348,337,05348-00337,TRUE,200,SAN MIGUEL,AV DEPARTAMENTAL 950 DP 1709 ,-33.504694,-70.651589,18186640,0,18186640,0,0,0,233866,AV DEPARTAMENTAL 950 DP 1709,17917871,17917871,0,FALSE,,2038,U,H,,,,,,,,,,,,SAN MIGUEL,HMB038,XIII Región Metropolitana,218,2,192,2,0,0,33,506,3,"10,38 UF",HMB038,, 40 - 1.200  m²,,233.87,,HABITACIONAL,2022,14,RAV NO AGRICOLA 2022,1,m²,m²,HMB038,SAN MIGUEL,XIII Región Metropolitana,218,2,192,2,0,0,33,506,3,"10,38 UF",PRIMER SEMESTRE DE 2026,16106,127553369,5348,90139,346591.4772,6291539.605,,0,PREDIOS_NACIONAL,URBANA,8485,1_contains,4548.231634,0,H,17917871,17917871,0,U,AV DEPARTAMENTAL 950 DP 1709,16106,5348,90139,0,0,0,0,0,0,1,22,2018,2018,B,3,23,FALSE
16106|05936|00001,16106,5936,1,05936-00001,TRUE,200,SAN MIGUEL,STA FE 615 ,-33.512789,-70.642881,49921963,0,49921963,0,0,0,144871,STA FE 615,49184197,49184197,0,FALSE,,0,U,H,,HBB040,0,14,2022,0,0,130 - 270,347090.5507,6290883.463,114838,SAN MIGUEL,HBB040,XIII Región Metropolitana,0,7,0,2,0,0,91,0,1,"6,43 UF",HBB040,, 130 - 270  m²,,144.88,,HABITACIONAL,2022,14,RAV NO AGRICOLA 2022,1,m²,m²,HBB040,SAN MIGUEL,XIII Región Metropolitana,0,7,0,2,0,0,91,0,1,"6,43 UF",PRIMER SEMESTRE DE 2026,16106,127548341,5936,1,347414.6312,6290654.829,130 - 270,0,PREDIOS_NACIONAL,URBANA,13795,1_contains,381.9241492,0,H,49184197,49184197,281,U,STA FE 615,0,0,0,0,0,0,0,0,0,1,47,1960,1960,C,4,1,FALSE
16106|04656|00230,16106,4656,230,04656-00230,TRUE,200,SAN MIGUEL,REAL AUDIENCIA 1312 BD 44 ,-33.494615,-70.657367,670649,670649,0,0,0,0,286587,REAL AUDIENCIA 1312 BD 44,660737,0,1763,FALSE,,0,U,L,,HMB019,,,,,,,,,,SAN MIGUEL,HMB019,XIII Región Metropolitana,388,3,478,0,15,0,54,698,2,"12,72 UF",HMB019,, 180 - 580  m²,,286.59,,BODEGA Y ALMACENAJE,2022,14,RAV NO AGRICOLA 2022,1,m²,m²,HMB019,SAN MIGUEL,XIII Región Metropolitana,388,3,478,0,15,0,54,698,2,"12,72 UF",PRIMER SEMESTRE DE 2026,16106,127526227,4656,90084,346036.8244,6292648.762,,0,PREDIOS_NACIONAL,URBANA,4312,1_contains,4214.360033,3526,L,660737,0,0,U,REAL AUDIENCIA 1312 BD 44,16106,4656,90084,0,0,0,0,0,0,1,1,1995,1995,B,4,7,FALSE
16106|03440|00149,16106,3440,149,03440-00149,TRUE,200,SAN MIGUEL,ACTOR BAGUENA 3991 101 A JARDINES DEL METRO,-33.491509,-70.645213,35852516,0,35852516,0,0,0,218995,ACTOR BAGUENA 3991 101 A,35322674,35322674,0,FALSE,,2000,U,H,,IMB053,,,,,,,,,,SAN MIGUEL,IMB053,XIII Región Metropolitana,213,0,367,1,0,0,8,616,0,"9,72 UF",IMB053,, 70 - 2.980  m²,,219,,HABITACIONAL,2022,14,RAV NO AGRICOLA 2022,1,m²,m²,IMB053,SAN MIGUEL,XIII Región Metropolitana,213,0,367,1,0,0,8,616,0,"9,72 UF",PRIMER SEMESTRE DE 2026,16106,127553053,3440,90132,347160.6148,6293011.084,,0,PREDIOS_NACIONAL,URBANA,3086,1_contains,2481.080549,0,H,35322674,35322674,0,U,ACTOR BAGUENA 3991 101 A,16106,3440,90132,0,0,0,0,0,0,1,61,1980,1980,C,3,3,FALSE
16106|00648|00086,16106,648,86,00648-00086,TRUE,200,SAN MIGUEL,RIVAS 1061 DP 704 ,-33.478188,-70.647421,71217147,11186437,60030710,0,0,0,194438,RIVAS 1061 DP 704,70164672,59143557,0,FALSE,,2039,U,H,,XBB002,,,,,,,,,,SAN MIGUEL,XBB002,XIII Región Metropolitana,350,8,279,7,1,1,17,439,4,"8,63 UF",XBB002,, 70 - 540  m²,,194.44,,HABITACIONAL,2022,14,RAV NO AGRICOLA 2022,1,m²,m²,XBB002,SAN MIGUEL,XIII Región Metropolitana,350,8,279,7,1,1,17,439,4,"8,63 UF",PRIMER SEMESTRE DE 2026,16106,127553465,648,90034,346932.0114,6294484.965,,0,PREDIOS_NACIONAL,URBANA,283,1_contains,6558.147588,0,H,70164672,59143557,0,U,RIVAS 1061 DP 704,16106,648,90034,0,0,0,0,0,0,1,58,2019,2019,B,3,19,FALSE
16106|01760|00537,16106,1760,537,01760-00537,TRUE,200,SAN MIGUEL,ARCADIA 1431 BD 247 ,-33.479395,-70.652993,1452386,1452386,0,0,0,0,259551,ARCADIA 1431 BD 247,1430922,0,3818,FALSE,,0,U,L,,HMB005,,,,,,,,,,SAN MIGUEL,HMB005,XIII Región Metropolitana,267,3,285,1,0,1,22,356,1,"11,52 UF",HMB005,, 180 - 440  m²,,259.56,,BODEGA Y ALMACENAJE,2022,14,RAV NO AGRICOLA 2022,1,m²,m²,HMB005,SAN MIGUEL,XIII Región Metropolitana,267,3,285,1,0,1,22,356,1,"11,52 UF",PRIMER SEMESTRE DE 2026,16106,127548719,1761,90017,346416.3148,6294342.924,,0,PREDIOS_NACIONAL,URBANA,520,1_contains,3720.907614,7636,L,1430922,0,0,U,ARCADIA 1431 BD 247,16106,1761,90017,0,0,0,0,0,0,1,3,2023,2023,B,4,17,FALSE
16106|02162|00584,16106,2162,584,02162-00584,TRUE,200,SAN MIGUEL,R BARROS LUCO 3156 BOX 92 ,-33.482339,-70.655458,7215608,7215608,0,0,0,0,259551,R BARROS LUCO 3156 BOX 92,7108973,0,18964,FALSE,,0,U,Z,,HMB005,,,,,,,,,,SAN MIGUEL,HMB005,XIII Región Metropolitana,267,3,285,1,0,1,22,356,1,"11,52 UF",HMB005,, 180 - 440  m²,,259.56,,ESTACIONAMIENTO,2022,14,RAV NO AGRICOLA 2022,1,m²,m²,HMB005,SAN MIGUEL,XIII Región Metropolitana,267,3,285,1,0,1,22,356,1,"11,52 UF",PRIMER SEMESTRE DE 2026,16106,127548953,2162,90376,346192.4613,6294012.781,,0,PREDIOS_NACIONAL,URBANA,1197,1_contains,3793.744222,37928,Z,7108973,0,0,U,R BARROS LUCO 3156 BOX 92,16106,2162,90376,0,0,0,0,0,0,1,13,2016,2016,B,4,19,FALSE
16106|02956|00277,16106,2956,277,02956-00277,TRUE,200,SAN MIGUEL,GASPAR BANDA 3630 BX 56 ,-33.486902,-70.654306,5936750,5936750,0,0,0,0,335929,GASPAR BANDA 3630 BX 56,5849015,0,15603,FALSE,,0,U,Z,,HMB013,,,,,,,,,,SAN MIGUEL,HMB013,XIII Región Metropolitana,86,1,306,0,0,0,47,380,1,"14,91 UF",HMB013,, 120 - 550  m²,,335.93,,ESTACIONAMIENTO,2022,14,RAV NO AGRICOLA 2022,1,m²,m²,HMB013,SAN MIGUEL,XIII Región Metropolitana,86,1,306,0,0,0,47,380,1,"14,91 UF",PRIMER SEMESTRE DE 2026,16106,127545837,2956,90047,346307.6194,6293508.554,,0,PREDIOS_NACIONAL,URBANA,1756,1_contains,3964.379801,31206,Z,5849015,0,0,U,GASPAR BANDA 3630 BX 56,16106,2956,90047,0,0,0,0,0,0,1,13,2008,2008,B,4,20,FALSE
16106|05062|00006,16106,5062,6,05062-00006,TRUE,200,SAN MIGUEL,PASAJE B 5155 ,-33.498746,-70.663464,19160926,0,19160926,0,0,0,203900,PASAJE B 5155,18877758,18877758,0,FALSE,,0,U,H,,HMM028,0,14,2022,0,0,50 - 260,345508.1177,6291996.631,161631,SAN MIGUEL,HMM028,XIII Región Metropolitana,0,1,0,0,0,0,19,0,0,"9,05 UF",HMM028,, 50 - 260  m²,,203.9,,HABITACIONAL,2022,14,RAV NO AGRICOLA 2022,1,m²,m²,HMM028,SAN MIGUEL,XIII Región Metropolitana,0,1,0,0,0,0,19,0,0,"9,05 UF",PRIMER SEMESTRE DE 2026,16106,127524183,5062,6,345477.7557,6292181.549,50 - 260,0,PREDIOS_NACIONAL,URBANA,6010,1_contains,80.05786321,0,H,18877758,18877758,53,U,PASAJE B 5155,0,0,0,0,0,0,0,0,0,1,55,1962,1962,C,4,2,FALSE
16106|01952|00718,16106,1952,718,01952-00718,TRUE,200,SAN MIGUEL,RICARDO MORALES 2960 BD 34 ,-33.480904,-70.651089,2259206,2259206,0,0,0,0,317004,RICARDO MORALES 2960 BD 34,2225818,0,5938,FALSE,,0,U,L,,HMA070,,,,,,,,,,SAN MIGUEL,HMA070,XIII Región Metropolitana,44,0,61,0,0,0,4,78,0,"14,07 UF",HMA070,, 110 - 840  m²,,317.01,,BODEGA Y ALMACENAJE,2022,14,RAV NO AGRICOLA 2022,1,m²,m²,HMA070,SAN MIGUEL,XIII Región Metropolitana,44,0,61,0,0,0,4,78,0,"14,07 UF",PRIMER SEMESTRE DE 2026,16106,127553069,1952,90568,346595.949,6294178.415,,0,PREDIOS_NACIONAL,URBANA,914,1_contains,5277.48923,11876,L,2225818,0,0,U,RICARDO MORALES 2960 BD 34,16106,1952,90568,0,0,0,0,0,0,1,5,2004,2004,B,4,16,FALSE
16106|03865|00089,16106,3865,89,03865-00089,TRUE,200,SAN MIGUEL,BARROS LUCO 4261 BX 18 ,-33.491226,-70.659818,82904,0,82904,0,0,0,286587,BARROS LUCO 4261 BX 18,81679,81679,0,FALSE,,0,U,Z,,HMB019,,,,,,,,,,SAN MIGUEL,HMB019,XIII Región Metropolitana,388,3,478,0,15,0,54,698,2,"12,72 UF",HMB019,, 180 - 580  m²,,286.59,,ESTACIONAMIENTO,2022,14,RAV NO AGRICOLA 2022,1,m²,m²,HMB019,SAN MIGUEL,XIII Región Metropolitana,388,3,478,0,15,0,54,698,2,"12,72 UF",PRIMER SEMESTRE DE 2026,16106,127547187,3865,90054,345803.1106,6293020.829,,0,PREDIOS_NACIONAL,URBANA,2980,1_contains,1385.500281,0,Z,81679,81679,0,U,BARROS LUCO 4261 BX 18,16106,3865,90054,0,0,0,0,0,0,1,1,1995,1995,GE,3,1,FALSE
16106|05453|00137,16106,5453,137,05453-00137,TRUE,200,SAN MIGUEL,PRIMERA AVENIDA 1252 DP 602 ,-33.504069,-70.658197,50055669,0,50055669,0,0,0,262029,PRIMERA AVENIDA 1252 DP 602,49315927,49315927,0,FALSE,,2035,U,H,,HMB036,,,,,,,,,,SAN MIGUEL,HMB036,XIII Región Metropolitana,453,9,521,0,3,0,56,911,1,"11,63 UF",HMB036,, 200 - 650  m²,,262.03,,HABITACIONAL,2022,14,RAV NO AGRICOLA 2022,1,m²,m²,HMB036,SAN MIGUEL,XIII Región Metropolitana,453,9,521,0,3,0,56,911,1,"11,63 UF",PRIMER SEMESTRE DE 2026,16106,127548935,5453,90091,345976.5079,6291599.107,,0,PREDIOS_NACIONAL,URBANA,8163,1_contains,2729.099453,0,H,49315927,49315927,0,U,PRIMERA AVENIDA 1252 DP 602,16106,5453,90091,0,0,0,0,0,0,1,31,2015,2015,B,2,15,FALSE
16106|04863|00035,16106,4863,35,04863-00035,TRUE,200,SAN MIGUEL,SAN NICOLAS 1425 DP 501 TORRE A,-33.496768,-70.660685,49904648,0,49904648,0,0,0,286587,SAN NICOLAS 1425 DP 501,49167138,49167138,0,FALSE,,2037,U,H,,HMB019,,,,,,,,,,SAN MIGUEL,HMB019,XIII Región Metropolitana,388,3,478,0,15,0,54,698,2,"12,72 UF",HMB019,, 180 - 580  m²,,286.59,,HABITACIONAL,2022,14,RAV NO AGRICOLA 2022,1,m²,m²,HMB019,SAN MIGUEL,XIII Región Metropolitana,388,3,478,0,15,0,54,698,2,"12,72 UF",PRIMER SEMESTRE DE 2026,16106,127553337,4863,90001,345732.4034,6292405.047,,0,PREDIOS_NACIONAL,URBANA,5364,1_contains,2642.979302,0,H,49167138,49167138,0,U,SAN NICOLAS 1425 DP 501,16106,4863,90001,0,0,0,0,0,0,1,44,2017,2017,B,3,13,FALSE
